isEdited,date,userName,review,rating,title,app_name,app_id,developerResponse
False,2022-07-06 23:03:38,Lost_Symphonies,"This stupid app kicks me off of all of my devices all the time. It’s incredibly frustrating. I keep having to sign back in everywhere. As far as casting goes, a lot of times I have to connect it and disconnect several times to actually get it to cast something. Even more annoying is how if I watch multiple episodes of something via casting, the app on my phone will stay several episodes back, instead of keeping my place when I go back to it again later. I also have tons of issues with it saying “Sorry. We’re having trouble playing this” even when I have full bars or a solid wifi connection and all the other streaming apps load just fine.",2,Casting works poorly and I keep getting kicked.,hulu-stream-shows-movies,376510438,
False,2022-04-30 01:30:08,hdfgddvdhdvdb,I think that it would be better if you take out the odds that you put in the movies it’s a good option to take them out because it just takes out time for kids or for any type of kid or how do you call it a teenager who ever thinks that theAds or annoying agree with me that adds should not be in our movies it’s just taking up way too much time and it’s annoying us so please I recommend that you take out the ads please I’m recommending it and I’m pretty sure that everyone will agree with me thank you for your time.,5,Stop the ads in the name of God,hulu-stream-shows-movies,376510438,
False,2022-09-07 00:45:21,69licks,"I ordered the plan for no ads. The only way to have no ads is to fast forward through commercials and that’s fine. But you can’t pause and expect to get through commercials. And you have to wait until a show is done recording in order to get through the commercials. That’s not ad free. If you’re expecting to pause so you can get through ads, it’s not going to happen. 
Also half the things I set to record don’t record. But you set to record a movie once and it sets itself to record every time it plays. 
There’s a lot of bugs in the whole system that needs to be fixed. Do your homework before getting this service. There may be a better option out there.",2,Not as advertised,hulu-stream-shows-movies,376510438,
False,2022-08-18 03:06:15,Gageongas,"A glitch in the app caused a show I was watching to mess up, I was watching the end of a season and instead of going to the next season it attempted to move to an entirely different show which in turn caused me to believe said show ended on such a heartbreaking cliffhanger I hadn’t cried so hard in a long time, do to this incident I immediately sunk into a severe sadness, luckily I went to the internet for answers and realized what happened but do to this infringement on my person I cannot give a higher rating to this app, people can fall in love with a show for many reasons and something like what happened to me can cause many people severe heartache, it would have been different if the author had ended the show that way but this was entirely the app programmers faults, this hurt me deeply",1,Absolute heartbreak,hulu-stream-shows-movies,376510438,
False,2022-03-09 13:59:37,💛rissa b💛,"Nonstop issues with the app on every single device. Lots of commercials and those seem to never have an issue loading. Impossible to watch anything without it constantly freezing, buffering, screen going black, getting connection errors and it saying it’s not able to load. Episodes constantly restart and lose your place. The troubleshooting articles are 0 help and I have to do all the steps multiple times a day. If you contact support they make you go through all the steps again and then just tell you it’s your internet service, even when it’s the only app you’re having issues with. It happens every single time I contact them, I’ve never seen any resolution.",1,Unusable and poor customer service,hulu-stream-shows-movies,376510438,
False,2022-09-28 22:28:45,NicknamesAreSoStupid,"Update: No developer response to resolve my issues so I canceled. No point paying for an app that won’t work. Hasn’t worked in months, sad to see my favorite streaming channel go. 😓

This is one of my favorite apps, but lately it keeps giving me an HDCP message saying I can’t watch a show because I need a special cord. I thought this was weird but I bought a brand new HDCP cord and it still gives me the same message. I tried unplugging and restarting, nothing works. I’m missing my shows. Please help.",5,Had to Cancel,hulu-stream-shows-movies,376510438,
False,2022-05-26 17:12:54,Y E3t,Nothing but advertisements and propaganda. Pause the show or movie? Ads and propaganda. Watched the opening of a show or movie? 2-3 minute ads and propaganda. Show or movie just finished and credits are about to start? 2-3 minute ads and propaganda. Just finished the credits after 2-3 minute ads and propaganda? 2-3 minute ads and propaganda. Didn't catch what someone in the show said right before the 2-3 minute ads and propaganda break and want to rewind to those 5 seconds? Second 2-3 minute ads and propaganda break after the original 2-3 minute ads and propaganda break. A 20 minute show easily turns into a 50 minute show thanks to Hulu's non-stop ads and propaganda for almost every input you make.,1,Worst Streaming App Ever. (At least one of them),hulu-stream-shows-movies,376510438,
False,2022-05-27 04:33:59,QueenbeeC,"I can’t lie I love the amount of variety this app has especially for the kids, but for the life of me I can’t understand why there are so many ads. After looking into it I found out you have to pay extra for no ads. This is mind boggling to me especially during these difficult economic times. I also understand it’s business and money has to be made. However, if your going to put ads at least make them no more than 20 secs. And they don’t need to be so frequently. I’d rather stay with my other streaming apps where I don’t have to worry about such things.",3,It’s the ads for me,hulu-stream-shows-movies,376510438,
False,2022-01-09 21:13:20,Rachel FM,"I don’t normally review, but I am tired of having episodes not save any watch progress and start from the beginning over and over. Either I watch the episode in it’s entirety or I’m stuck enduring ads continuously cause it’s playing my halfway watched episode from the beginning again. Or playing the wrong episode entirely because it isn’t saving the watch progress.

This isn’t a new issue and has been ongoing for quite a few updates so I’m not sure why it’s still persisting on both mobile and tv. It’s a simple annoyance that costs time and builds up frustration to this point. 

Other than that, the app performs its job.",2,Won’t save watch progress,hulu-stream-shows-movies,376510438,
False,2022-02-18 03:07:47,hfhdnjud,Please do not delete this it my favorite show I love you a lot I love the fighting all of the arguing please do not delete it please me and my family love it love it please please please please please please please please please please please please please please please please do not delete it I love this and it was so good don’t delete the movie you already deleted every which way and I love that show I was so sad and I deleted it in somewhere in the heart try to find now to delete it so please don’t delete it I’m begging you to Lord and God,5,Tierra de Reyes,hulu-stream-shows-movies,376510438,
False,2022-07-17 02:58:04,hulu COMMERCIALS,"When we stay fixated on our way, then we lose sight of what God wants to do in us and through us. You aren’t seeking equality, I never see any Christian programming at all. What you want is to be free of the stigma of your sin. Any Christian characters you do portray are ignorant of the Bible and show terrible qualities giving people more fodder to hate us. All the time even in your ads you praise and pander to the LBGT. Read the Bible for yourself.
Do not correct a fool or he will hate you; rebuke a wise man and he will love you. Instruct a wise man and he will be wiser still; teach a righteous man and he will add to his learning. The fear of the LORD is the beginning of wisdom, and knowledge of the Holy One is understanding. Respectfully, Rob",1,"You don’t care about my checkbox, but I care about you",hulu-stream-shows-movies,376510438,
False,2022-04-23 14:21:48,The_17th_Banana,"There’s a lot of good content here, but almost every time we watch something, the app stops unexpectedly. Sometimes we can close the app and restart and it will work, but a lot of times it says to try again later.

Same thing happens on both Roku and the TV, which are both up to date. We have to switch back and forth several times to get through an episode.

I would consider the possibility of it being the WiFi, but this is the only app out of dozens on either device that has this problem.",3,Good content but streaming ability…not so much,hulu-stream-shows-movies,376510438,
False,2022-05-15 16:00:05,jorjorbiks,It’s really great with all the shows and my reading is about ads it’s not about the ads it’s about how many there are in one episode and in the kids’ versions of stuff it’s like only one at every four episodes now I’m not that bad with ads I don’t care butWhen there’s one at the very end of your show and that’s two minutes and then at the beginning your show right after that it’s a little annoying the ones in the middle aren’t that bad just those two they make it bad overall it’s not that bad,4,Adddds,hulu-stream-shows-movies,376510438,
False,2022-05-03 02:59:04,Ygslim,"Good app just too many commercials. Back to back. Long commercials too at that. At least give us the option to skip the commercials. Also, movies that would normally be free to watch with the cheaper subscription & watch with no problem are constantly being locked & switched to the “sorry your subscription doesn’t include this movie, manage your subscription from your account page”. So I just have to remove it from “My list” because I can’t watch it anymore. All the good movies. Like really. What are we suppose to watch? Smh.",3,Inconsistencies & irritants,hulu-stream-shows-movies,376510438,
False,2022-03-15 23:36:20,/<yle,"In the newest app update, everything that I tap starts playback. For suggested movies, instead of bringing up descriptions/info it just plays it. Most frustrating though is in the “Keep Watching” section: I travel a lot and normally can tap the show, see the episode guide and download a few for the plane. Now it will only play the next episode. So I can do a search for the show, instead - but for some reason even that only works 50% of the time and sometimes won’t even list the show ? Seems like a glitch, just Hoping they’re aware of it.",3,Newest app update,hulu-stream-shows-movies,376510438,
False,2022-04-30 03:10:17,Hmin16,"I pay $22 a month for your services, i go to watch polar express right? GONE. no warning. i am currently crying my eyes out not only are you making broke but you are also taking away the only move i have ever truly lived besides the grinch. It’s a friday night and i just wanted to come home and watch the polar express and share good memories with myself through this awful time. How dare you. i’m not a karen but at this moment i want to be. My child loves it too, he said “mummy can we please watch polar express” and i said yes lil timmy we sure can, and i just wanted to watch it for the good old memories of my childhood so i could be happy but now i am sad due to the realization of it not being on there.",1,Polar express,hulu-stream-shows-movies,376510438,
False,2022-09-21 22:37:52,MGTZZ,"Paying for live +, and my selected recordings are not being recorded properly or at all. I repot this to dust. service and it will work for a few weeks and then go right back to not recording properly if at all. Also there are shows on my recording list that I have to delete EVERYTIME I click on My Stuff, EVERYTIME. Even in the same session. In My Shows there shows I’ve given the thumbs down and I am unable to remove them, and No a different user is not adding these shows nor messing with my recordings. 
Customer service said they would give $6 off this month for the inconvenience….my bill is $60+….I want the issue fixed that’s all!!",1,Disappointing,hulu-stream-shows-movies,376510438,
False,2022-08-28 23:40:30,Buffering issues,I keep having buffering issues with my apple tablet. I can just start a movie or be in the middle of one and it cuts off. It will take me about 10 tries of re playing the movie again and again to get it to come back on. I have tried turning off my tablet and restarting it then trying and doesn’t help. I’ve also tryed to delete the app and reinstalling it and that to does not help. There are major bug issues with apple that need to be fixed with this app!!! It’s extremely annoying. I’m about ready to just cancel my subscription and delete the app for good!!!!,2,Buffering Issues…,hulu-stream-shows-movies,376510438,
False,2022-03-14 18:51:30,Luis905,"So I’m noticing a lot of small bugs. As I’m watching my shows they tend to freeze while the audio continues. Multiple times I close the app force close the app and continues to happen after 20 plus minutes of video watching. 
Also did they just remove the ability to close the app and have a small window play while I browse my phone? Why would they do that? I want to be able to browse my emails or open a text while I’m watching my shows. I hope to see it come back and also hope those bugs get fixed it’s annoying having to stop my show I’ve noticed it only in my phone haven’t use any other means.",1,Update?,hulu-stream-shows-movies,376510438,
False,2022-02-21 04:44:55,HollyJamesB,"I try removing shows from my list and the check mark shifts to the plus sign AND…..it’s still on my list. What’s more annoying is that not only does it still sit there, it automatically turns on after other shows (that I really want on my list) end. I’ve tried deleting and refreshing the app, and they’re still there. 

Also annoying how a new show starts after and it doesn’t transition to show that program’s info, but the show it was before. So, you technically have to escape what you’re watching to access what you’re REALLY watching, in case you need to pause or rewind.",2,Flawed,hulu-stream-shows-movies,376510438,
False,2022-09-30 19:32:11,Annoyed!@#$%^&*&^%$#@!!!!!!,"App downloads every episode I watch on my Roku.  I don’t want to download anything. I have been unsuccessful in finding a way to stop downloading, in the app or the website or an internet search. Plenty if detailed instructions on how to troubleshoot and watch. Absolutely nothing on how to prevent. It slows down my iPad and takes up space. Then throws error messages when I’m out of space, requiring me to manually delete the recordings. Why would I want downloads of something I’ve already seen?  AND WHY DO YOU INSIST ON DOWNLOADING ANYTHING???  It’s MY device, it’s MY decision what to download, NOT yours. Fix this, and notify me, and I’ll adjust my rating and review.",1,"Insists on downloading, cannot stop it",hulu-stream-shows-movies,376510438,
False,2022-08-07 21:37:32,heydickbags,"I got a charge for 70+ dollars. Last time I was charged was a tad more than $60..maybe $65 at the most. I subscribed to Disney+ for $3 but y’all have been taking payment out every month. So, tell me..why am I being charged more with no notification? And why is my account “locked” because you a*sholes have decided to charge more with no notification? Ready to cancel if I can’t rely on a steady charge. That’s what subscriptions are. You know how much you’re going to be charged every year/month and can prepare with the proper amount of money in your account. Not charging someone more when you feel like it. On the weekend. When no banks are open.",1,Great until…,hulu-stream-shows-movies,376510438,
False,2022-05-13 16:45:49,mirra_chick,Trying to watch anything crashes to an error screen with the message “We’re having trouble playing this” and the helpful hint to power your device down for a minute and restart which works less than half the time. If you do get something to start it’s another 50/50 chance that you’ll have sound. If if you get the unicorn of sounds and video don’t pause it or you’ll crash back to the error screen and start your problems all over again once you unpause. I don’t know if the app has always been trash and I’m late to notice but it’s unusable on iPad and there’s no real support to help fix anything.,1,App is unusable,hulu-stream-shows-movies,376510438,
False,2022-05-02 05:51:13,L3o*13*8,"As stated above, you will constantly find what you’re watching to say “expires in 14 days” but then it suddenly doesn’t 2 weeks later. On top of that you can be mislead into watching a series dubbed and then randomly cut off and forced to only have the subbed versions for the rest of said series. The bugs are always an issue as well. If you don’t pay for ad free then be ready for your device to constantly cut out or “glitch” right after watching an add with no problems making you rewatch time and time again. They’re really trying to squeeze every penny out of your pocket. DONT WASTE YOUR MONEY.",1,Constantly using FOMO(Fear of missing out) and “glitches” to gain views,hulu-stream-shows-movies,376510438,
False,2022-04-09 06:20:31,J0N@+h@n99,"Embarrassingly poor execution. Wish companies would just let Netflix have the business and consumers could have clean UI and apps that don’t crash constantly, allow skipping intros, don’t force commercials down your throat for pay apps, don’t waste 30 seconds per intro, and don’t crash everytime a download occurs.
Every 42 min video is taking up 3 gb of data, but that’s fine I guess since it won’t let me store more than 1 vid on my phone that is full of Apple, Netflix, and music with 150+ gb available. Also each download takes 5-10 mins compared to seconds on other apps.

Great job being the worst service.",1,Worst Streaming App on Any Device,hulu-stream-shows-movies,376510438,
False,2022-09-01 22:42:03,Tballen88,"I’ll save shows to My Stuff then when I go to that heading I don’t see the recent things that I saved. I then have to try and remember the title and search for it. What’s the point in having a place to save the shows/movies you want to watch if they don’t show up there? It’s frustrating constantly scrolling and it’s a documentary but there is no heading for documentary under My Stuff. I scroll through TV and do t see it and I scroll through movies and don’t see it, but why would I it’s not a movie it’s a docuseries.",3,My Stuff,hulu-stream-shows-movies,376510438,
False,2022-07-08 09:56:59,mariachigirl,"I hope that you guys can keep updating on your app for the iPhone. The voiceover is currently not working. So it is not accessible for blind and visually impaired people such as myself. I really hope you guys can consider this update. The voiceover was working in the past, so I don’t know why you guys removed it. It does not read out the titles of the TV or film that I want to watch on my phone. It works great on the AppleTV though. Please fix this as soon as you can.",4,More improvements,hulu-stream-shows-movies,376510438,
False,2022-05-25 23:22:18,hope nm,"Okay, I can understand a glitch or two, that’s why we get updates with bug fixes, but to still have no audio on the iPad version after they have known about this issue for over a month (maybe 2+?) shows either a serious lack of technical skill or customer concern or both. When I chatted they said they know about the problem but did not have an eta; when I asked to get some credit they said I couldn’t since I’m subscribed through apple. I know the only way to do anything at this point is to cancel, which I guess is what we’re left with - $ is the only way to be heard.",1,Still no audio after a month!,hulu-stream-shows-movies,376510438,
False,2022-03-15 06:35:13,🤬 VERY UNSATISFIED CUSTOMER,"So many glitches it’s ridiculous, but worst of all, THE ADDS AND COMMERCIALS!!! I came just to write this comment, like seriously it’s so ridiculous, we pay like up towards 100$ a year but there’s other streaming services like crackle, peacock, pluto, tubi, and many many more that are all 100% FREE with WAY more titles and they all have WAY less adds too. for real i’ll watch a 45 minute episode it starts with a 2-3 minute add, then following every 5 minutes there’s a FIVE MINUTE ADD! seriously in 40 minutes you get 7/8 five minute adds!! it’s beyond ridiculous! wouldn’t not recommend to anyone at all, save your money and download PLUTO!!! WAAAY MORE CHANNELS THERE, WAAAAY LESS ADDS, AND ITS FREE!!!",1,worst streaming app EVER,hulu-stream-shows-movies,376510438,
False,2022-07-17 01:26:47,eyewander,"For what seems like forever now, your Apple TV app has had issues with audio when going from commercials to content and vice versa. Sometimes it’s the commercials that have no audio, sometimes it’s the show/movie, and sometimes it ends up being both. This is exclusively an issue with AV receivers and Soundbars using HDMI ARC/eARC. This is the ONLY app on Apple TV that has this issue, presumably becuase it’s the only app that jumps back and forth between audio layouts/codecs (commercials vs content) 

The only fix is to switch the audio language (if there’s even another option) and then switch it back, OR go back to the menu and click watch again. But you have to do this almost EVERY TIME after a commercial break.

I’ve tested this on 4 different setups and they all have the issue except for when there’s no external audio device.

Please tell me there’s a fix on the way or that you are aware of the issue.",2,FIX YOUR ATV APP PLEASE,hulu-stream-shows-movies,376510438,
False,2022-08-19 02:59:31,Jones7612,"The actual app is not horrible when you’re logged in. Not quite as good as Netflix: something you’re halfway through will restart when you go to watch it, when you try to rewatch a series it will start you at the end of the show (because you already watched it), etc. My problem is the log in. The app is constantly logging me out on 2 tvs and my phone. I’ve re-logged in 3 times so far just today, and I’ve only used the same device! 1st world problem, but this it the only streaming app out of the 8 that we have that does this.",2,Log In,hulu-stream-shows-movies,376510438,
False,2022-01-23 23:47:19,LALLLKDIEIIWI,I do love this and all but the problem is the ADS. I was watching attack on titan and all of a sudden after the opening ended a normal ad came up but while the ad was playing I found out the anime was playing while the ad was. I got really mad and shut the phone off and then turned it on again. But it did not work. And I was missing it so I rewinded the anime but then the ad restarted. I am really mad about this and I hope you can fix it ):<.,4,Hate the ads,hulu-stream-shows-movies,376510438,
False,2022-01-08 19:34:00,soothsayer 🎱,"Does not matter what I select, every single show crashes at open. Fails to open any show. Unbelievable. Screen stays black and you have to open and close the window 3 times…3 TIMES to get it to play any show. This has been going on for about 2 months. Ridiculous!!! PLS fix this. Why do I have to open and close the app 3X to play anything. Seriously…what is happening here? You raised the rate and in return you give a defunct app. Tablet, phone, tv…doesn’t matter. Fails every time.  I spend more time trying to get the app open than watching a show.",2,Crashes Constantly,hulu-stream-shows-movies,376510438,
False,2022-02-03 22:20:12,mr_frank01,"I have no real complaints, everything runs smooth, however on my iPhone 13 pro it still says I have notifications even after I’ve read through and deleted them all. This happens every time I get a new notification and is getting annoying. However if that’s the biggest complaint someone has then you’re doing something right.",5,Great app,hulu-stream-shows-movies,376510438,
False,2022-04-05 01:19:22,Spacetech3000,"Some minor issues with casting to chromecast but nothing intolerable or that makes anything unwatchable. The live tv tho, i use almost only to cast sporting events to my tv, no other app or anything has audio issues. But live tv sporting events always have the audio skipping every 2-3 seconds and it makes it unwatchable. The superbowl, ncaa national championship and any game in between, doesnt matter live sports is glitchy. Just so you know Im running on a chromecast ultra & iphone 13, all updated over google fiber 1gb internet.",3,Minor & major issues,hulu-stream-shows-movies,376510438,
False,2022-03-18 00:30:36,gtacker93,"When going back to resume a show, sometimes it brings me to a spot right before an ad, which is very annoying, and there needs to be a feature where if you have already watched the ad for the section, if you rewind to it, you don’t need to watch it again. If I didn’t hear something, and need to go back after a 90+ second ad, I have to rewatch those ads after watching a 10 second clip.",3,"Love the choices, but the bugs/some features are super annoying",hulu-stream-shows-movies,376510438,
False,2022-01-18 14:17:44,juan4goat,Skip option only lasts a few seconds… you can’t even press skip intro before it disappeared. You can’t even get it back unless you rewind it. We can’t skip to next episode either. Ads are ridiculous too. We pay a membership with ads. While others have free apps as long as they watch ads. I mean I should start considering those free apps if ima deal with ads and all these Stone Age features!!! It’s 2022 and you guys are one of the leading apps… get with the game bozos,3,Needs a lot of improvement,hulu-stream-shows-movies,376510438,
False,2022-01-14 00:26:22,dullboy17,Same shows you can stream elsewhere but I like it’s more in one spot. Biggest issue though that drives me to delete the app again is with the constant freezing. I pay for live tv and it’s infuriating to have to reset the show because every commercial break there is an ad that freezes and won’t allow the program to continue. I can’t wait until there are better options out there. I suggest fixing this issue because after talking to others they have the same problem.,2,Need to fix ads that freeze programs,hulu-stream-shows-movies,376510438,
False,2022-09-10 17:40:55,Elapenguin5,"If you watch an ad, then just go back 10 second cause maybe you missed the first scene after the ad stopped, then it’s likely you’ll accidentally go back to the part of the movie/show before the ad played and then you have to rewatch another ad, for a second time. This has been a problem for a while and people keep complaining about it so it’s pretty clear that they are purposefully keeping it like this, making people rewatch crazy amounts of very long ads, to get more money. If you want people to use your service you should care about your customers.",1,Ads after rewinding,hulu-stream-shows-movies,376510438,
False,2022-01-06 04:31:38,Please see and fix!!,"1. It buffers or streams so slow even though my internet connection is good.
2. Why so many commercials?? It will give me 5 commercial breaks and only 3-5 minutes of actual watch time in between those breaks it gets annoying after a while.
3. It doesn’t save where I left off last instead it takes me back 5 episodes and then saves there. 6 comes AFTER 7 right?
4. All of the ads are repetitive, i’ve seen the Eharmony commercial so many times i’ve lost count. I could probably recite the whole thing from memory.
5. Why are there other show or movie suggestions underneath what i’m watching? If i accidentally touch my screen it goes on to one of those other suggestions and it takes a minute to get back to what i was watching. 
Overall I’m giving this app 2 stars only because of the somewhat vast variety of newer movies.",2,A few complaints and questions‼️,hulu-stream-shows-movies,376510438,
False,2022-06-17 23:03:08,jjgg#$,Although i have heard bad issues I have never had one. People are complaining about adds but I really don’t see a problem. When using a mobile device or laptop I have never seen an add. On my Tv I have seen ads but they are a reasonable length and they aren’t every two seconds. I have had no troubles. I really do recommend this app.,5,Not a single problem!,hulu-stream-shows-movies,376510438,
False,2022-09-10 03:11:55,ForrestAldrich,"The application has some serious flaws that reflect a lack of proper testing.  Streaming Vos Airplay is unreliable; at times choppy (other apps we’ve tested are fine), you cannot manually scrub to different video positions, the app literally stalls and at times crashes.  There is no skip ad function.  Volume controls do not work properly; it doesn’t output enough volume for some televisions.  There is a lot of potential here, but it needs proper development and testing.",3,Buggy and needs further development,hulu-stream-shows-movies,376510438,
False,2022-02-20 18:43:36,MissyFoxTrott,"Your app needs some serious help & I'm getting really tired of fighting it. It cuts my shows short & goes to the next one. Plays on my phone when it says it's connected to the tv. While the show plays at the top of my phone, you have a list of crap I'm not interested in below that. They get picked accidentally. I put it where it shows a
list of the episodes I'm watching but if my phone goes off it changes back when I open my phone & I have to reconnect my phone.",3,Terrible,hulu-stream-shows-movies,376510438,
